sentence,entities,gt_relation,pred_relation,pred_edge,is_edge_test_contradictory,exec_time
The helicopter was landing into the high grass during the combat SAR demo with soldiers on board.,"['helicopter', 'grass']",6,-1,[],False,00:00:38
"The day after they had marvelled at a fluther of jellyfish, the girl looked up and frowned in confusion.","['fluther', 'jellyfish']",13,1,"('jellyfish', 'fluther')",False,00:00:42
The implant is placed into the jaw bone.,"['implant', 'jaw bone']",6,-1,[],False,00:00:26
The first two papers define the contemporary terrorist threat while the next three papers examine global counter-terrorism trends.,"['papers', 'threat']",14,-1,[],False,00:00:30
Background music is added into slideshows.,"['music', 'slideshows']",6,-1,[],False,00:00:47
The cops moved into the floating hotels.,"['cops', 'hotels']",6,-1,[],False,00:00:28
"Later in the year, from November to April, the black flood arrives from the upper reaches of the river beyond Timbuktu.","['flood', 'reaches']",8,1,"('reaches', 'flood')",False,00:00:24
The box contained a dollar bill.,"['box', 'dollar bill']",5,-1,[],False,00:00:56
We have imported grain into developing countries in Asia several times.,"['grain', 'countries']",6,-1,[],False,00:00:39
"When the statesman threw together a draft of the constitution in 1776, he probably did not realise he would be working in a couple of the positions specified quite so soon.","['statesman', 'draft']",17,0,"('statesman', 'draft')",False,00:00:24
I gave water to the plants.,"['water', 'plants']",6,0,"('water', 'plants')",False,00:00:27
The debris were thrown into the air.,"['debris', 'air']",6,-1,[],False,00:00:27
Coconut oil is extracted from the kernel or meat of matured coconut harvested from the coconut palm (Cocos nucifera).,"['Coconut', 'oil']",9,0,"('Coconut', 'oil')",False,00:00:23
"The mission introduced the spoon bowl, a plastic container with dehydrated food inside.","['plastic container', 'dehydrated food']",5,-1,[],False,00:00:33
He had a parcel of twelve deer grazing his land as well as some cows so he probably required a larger water supply -- hence the Canal.,"['parcel', 'deer']",13,-1,[],False,00:00:23
The two populations started from the same gene pool.,"['populations', 'gene pool']",8,1,"('gene pool', 'populations')",False,00:00:23
The nape on the male has a turquoise blue wash over the light green base feathers.,"['nape', 'male']",2,-1,[],False,00:00:28
The remaining articles run the gamut of sociological research.,"['articles', 'sociological research']",14,1,"('sociological research', 'articles')",False,00:00:27
"Pearson identified the Bittangabee Bay ruins as having been built as a store house by the Imlay brothers, early European inhabitants.","['ruins', 'inhabitants']",16,1,"('inhabitants', 'ruins')",False,00:00:27
I am draining the wort into the fermenting bucket.,"['wort', 'bucket']",6,-1,[],False,00:00:29
"Case studies, some of them book long, have made a notable contribution to scientific medicine.","['studies', 'medicine']",18,0,"('studies', 'medicine')",False,00:00:22
Below is a list of the books of the bible.,"['books', 'bible']",2,1,"('bible', 'books')",False,00:00:34
Other private sector stakeholders have placed funds into a separate state-specific account.,"['funds', 'account']",6,-1,[],False,00:00:48
"It is settled that the argument of theodicy is from an academical source which is not only not epicurean, but even anti-epicurean.","['argument', 'source']",8,1,"('source', 'argument')",False,00:00:31
It is a controversial topic that provokes strong arguments for and against the practice.,"['arguments', 'practice']",14,1,"('practice', 'arguments')",False,00:00:28
"Here, in exclusive interview clips, he talked about his career and what he thought of today's television.","['clips', 'career']",14,-1,[],False,00:00:47
He puts creativity into use.,"['creativity', 'use']",18,0,"('creativity', 'use')",False,00:00:26
A book authored by an obscure Danish academic with little or no expertise in environmental science become an international media event.,"['book', 'academic']",16,1,"('academic', 'book')",False,00:00:20
Wales ' Commonwealth hopefuls impressed the gathered throng of spectators at the Norwich Union International this weekend.,"['throng', 'spectators']",13,1,"('spectators', 'throng')",False,00:00:38
Auto ads during this period tended to feature the beauty and engineering strength of the vehicle.,"['ads', 'beauty']",14,0,"('ads', 'beauty')",True,00:01:05
"In 1905 the press reported extensively and vividly on the disorders in the cities and countryside, the clamor for basic reform, the political discussions.","['press', 'disorders']",18,-1,[],False,00:00:35
Quotation is used to indicate the words of another speaker or writer.,"['Quotation', 'words']",18,1,"('words', 'Quotation')",True,00:00:45
His famous book telling of his explorations is valuable not only for its botanical and ethnological record but also for its poetry and narrative.,"['book', 'explorations']",14,1,"('explorations', 'book')",False,00:00:23
In the interview Josie speaks about her childhood and family in Dudley.,"['interview', 'childhood']",14,-1,[],False,00:00:49
She threw her passion into this painting.,"['passion', 'painting']",6,0,"('passion', 'painting')",False,00:00:32
An 18-gauge or 21-gauge Needle Guide Kit was opened and sonoconductive gel was placed inside the sterile sheath.,"['gel', 'sheath']",6,-1,[],False,00:00:30
The size of the thumbnails is changed with a sliding bar on the upper right corner of the window.,"['bar', 'corner']",18,-1,[],False,00:00:28
This music CD was misplaced into the wrong folder.,"['CD', 'folder']",6,-1,[],False,00:00:39
These questionnaires were sent to 144 countries.,"['questionnaires', 'countries']",6,-1,[],False,00:00:46
"This cabin has 3 beautifully decorated bedrooms; one on each level featuring custom made log beds, each with its own bathroom.","['cabin', 'bedrooms']",3,0,"('cabin', 'bedrooms')",False,00:00:44
The first board was comprised of the county judge and the five district court judges of Bexar County.,"['board', 'judge']",13,1,"('judge', 'board')",True,00:00:43
They evaluated maximum number of breached assemblies and exposed fuel area for a proposed shipment in a cask with a test leakage rate.,"['shipment', 'cask']",18,-1,[],False,00:00:55
The mason who did the stonework did a wonderful job.,"['mason', 'stonework']",17,0,"('mason', 'stonework')",False,00:00:21
Philosophy is a special kind of discourse that uses language in order to give us access to extra-linguistic truth.,"['Philosophy', 'language']",11,1,"('language', 'Philosophy')",True,00:00:53
These cells have been injected into the vitreous cavity.,"['cells', 'cavity']",6,-1,[],False,00:00:31
The sacrifices were thrown into the volcano.,"['sacrifices', 'volcano']",6,-1,[],False,00:00:43
This developing country has moved into the 21st century.,"['country', 'century']",6,-1,[],False,00:00:33
The following good practices were pointed out during the interviews.,"['practices', 'interviews']",15,-1,[],False,00:00:46
His shoes were in a box.,"['shoes', 'box']",4,-1,[],False,00:00:21
A mechanic attaches a socket wrench to a bolt.,"['mechanic', 'wrench']",11,0,"('mechanic', 'wrench')",False,00:00:19
We have assembled a brigade of high-profile master chefs who are creating a menu that - like Ballet Kelowna itself - exemplifies the very best of where we live.,"['brigade', 'chefs']",13,1,"('chefs', 'brigade')",True,00:00:52
Conflicting loads were stalled while pending stores were draining into memory.,"['stores', 'memory']",6,0,"('stores', 'memory')",False,00:00:18
The famous poet moved into a medical center.,"['poet', 'center']",6,-1,[],False,00:00:29
"I've got the world in a jug, the stopper's in my hand.","['world', 'jug']",4,-1,[],False,00:00:27
"As a general rule, chapters later in the book are designed to be studied after earlier ones.","['chapters', 'book']",2,1,"('book', 'chapters')",False,00:00:59
Chimpanzees make tools and use them to acquire foods and for social displays.,"['Chimpanzees', 'tools']",17,0,"('Chimpanzees', 'tools')",False,00:00:30
The stapler comprises a stapling head (2) and an anvil (3).,"['stapler', 'anvil']",3,-1,[],False,00:00:53
Technological advances have brought the wars into the living rooms across the world.,"['wars', 'living rooms']",6,-1,[],False,00:00:33
The moving companies transport personal items to your new home.,"['items', 'home']",6,-1,[],False,00:00:26
This dishwasher has the tallest tub available* and allows you to wash more than ever before.,"['dishwasher', 'tub']",3,-1,[],False,00:00:52
This week we donated handcrafted fabric works to the local church.,"['works', 'church']",6,-1,[],False,00:00:48
Dee's end caps make pier piling sidewall forms function more efficiently by locking the forms together so they stay in place.,"['pier', 'forms']",18,-1,[],False,00:00:29
The message was enclosed in a paper that was folded and sealed.,"['message', 'paper']",4,0,"('message', 'paper')",False,00:00:34
"He cleaned his piano keys, using the proposed tips, but also remembered: playing with clean hands can prevent future headache.","['piano', 'keys']",3,-1,[],False,00:00:21
"The ""Happy Hour"" gathering was the best part of the event.","['gathering', 'event']",2,1,"('event', 'gathering')",False,00:00:22
"The frog is the environmental indicator of the land, but University of Queensland researchers reckon when it comes to the sea, we should look to the turtle.","['indicator', 'land']",18,-1,[],False,00:00:26
Ballots were tallied by an independent third party and locked in a bag which was locked in a safe.,"['bag', 'safe']",6,-1,[],False,00:00:28
The Worcester Greenstar 30 CDi Conventional boiler works with a hot water storage cylinder to provide hot water.,"['boiler', 'cylinder']",3,0,"('boiler', 'cylinder')",False,00:00:29
The point of the article is that food forms an important part of CNY.,"['article', 'food']",14,-1,[],False,00:00:43
The human body is the product of the earth with all elements in it originating from the earth.,"['elements', 'earth']",8,1,"('earth', 'elements')",False,00:00:22
It's basically a trashy pseudo-18th-century novel written by a American historian at Harvard.,"['novel', 'historian']",16,1,"('historian', 'novel')",False,00:00:26
The anthrax was in a suitcase that the Egyptian was supposed to deliver to someone in Canada.,"['anthrax', 'suitcase']",4,-1,[],False,00:00:26
The chair was in a crate and then completely wrapped in cellophane and then bubble wrap.,"['chair', 'crate']",4,-1,[],False,00:00:49
"Riviera holiday club consists of few hotels (look on the left part of the page) which are located on the beach, in a nice and quite park.","['club', 'hotels']",13,0,"('club', 'hotels')",True,00:00:49
The catastrophe is narrated through metaphor.,"['catastrophe', 'metaphor']",18,0,"('catastrophe', 'metaphor')",False,00:00:35
She placed the bread in a serving basket and passed it around the classroom.,"['bread', 'basket']",6,-1,[],False,00:00:28
"Lesser Black-backed Gulls were capable of producing, on average, almost three times the normal clutch of three eggs.","['clutch', 'eggs']",18,0,"('clutch', 'eggs')",False,00:00:36
The missile was placed inside a canister and loaded into a launch facility.,"['missile', 'canister']",6,1,"('canister', 'missile')",True,00:00:43
"A Channel 4 drama set in a psychiatric unit has been criticised by a TV watchdog for its ""offensive"" title and for reinforcing prejudice against people with mental health problems.","['drama', 'watchdog']",18,0,"('drama', 'watchdog')",False,00:00:27
Many simple DC power supplies regulate the voltage using a shunt regulator such as a zener diode.,"['supplies', 'regulator']",3,0,"('supplies', 'regulator')",False,00:00:37
He zeroed in on the metal button in the fly of my jeans as well as the metal eyelets on my shoes as the only sources of metal that likely triggered the metal detector.,"['fly', 'jeans']",2,-1,[],False,00:00:56
The essential information is found in the second sentence.,"['information', 'sentence']",15,1,"('sentence', 'information')",True,00:00:57
"iTunes, however, is a different kettle of drums.","['kettle', 'drums']",18,-1,[],False,00:00:24
"This is movingly symbolised in the film in the way that people's homes were bare, all their memories and pictures were in a box.","['pictures', 'box']",4,-1,[],False,00:00:31
"The young man watched the snow through the window, and he wanted to stay in that cafe forever.","['man', 'window']",11,-1,[],False,00:00:33
"At the same time in this very same region, lived a tribe of Muslim natives known as Almamy.","['tribe', 'natives']",13,-1,[],False,00:01:00
I joined the group which took the bus to Jura House Gardens for the start of our walk.,"['group', 'bus']",11,0,"('group', 'bus')",False,00:00:34
"When the king had left the apartment, she withdrew her hand.","['king', 'apartment']",8,-1,[],False,00:00:28
It also offers a concise guide to the historical documentary resources.,"['guide', 'resources']",14,1,"('resources', 'guide')",True,00:00:51
"Wealth is nominally a superfluity of goods required for subsistence, but the character of these goods varies with the use of wealth.","['superfluity', 'goods']",18,1,"('goods', 'superfluity')",False,00:00:43
"His wife is a participant in the blogosphere, and he doesn't want to ruin the surprise for her.","['wife', 'blogosphere']",18,-1,[],False,00:00:35
Mental disorders have often been featured in art and literature.,"['Mental disorders', 'art']",15,-1,[],False,00:00:43
The scan started at the rest potential toward the positive direction.,"['scan', 'potential']",18,-1,[],False,00:00:38
The answers to questions raised about rules governing immigration were wheeled out one after another.,"['questions', 'rules']",14,1,"('rules', 'questions')",False,00:00:28
The parent parameter was passed on to the QObject constructor.,"['parameter', 'constructor']",6,0,"('parameter', 'constructor')",False,00:00:34
The tail is long and thin with a blue central tail feather.,"['tail', 'feather']",3,-1,[],False,00:00:41
The boat basically sails from the harbour to an area of a beach where they are supposed to transfer you to a smaller boat and go to the beach.,"['boat', 'beach']",6,-1,[],False,00:00:36
The early years of autism is the topic of discussion.,"['early years', 'discussion']",15,0,"('early years', 'discussion')",False,00:00:43
"When we arrived, a large basket of goodies was delivered from the village manager and our neighbours presented my wife with a rose to welcome us.","['basket', 'village']",8,1,"('village', 'basket')",False,00:00:46
This is more of a production machine stitching 600 stitches per minute.,"['machine', 'stitches']",17,0,"('machine', 'stitches')",False,00:00:39
The EU inserted experts into the national defence.,"['experts', 'defence']",18,0,"('experts', 'defence')",False,00:00:43
The shop machined the part with a 1.25 inch diameter.,"['shop', 'diameter']",18,0,"('shop', 'diameter')",False,00:00:37
We store the tops for the containers in a shallow drawer to reduce the clutter.,"['tops', 'drawer']",4,-1,[],False,00:00:45
The government has poured billions into education reforms.,"['billions', 'reforms']",6,0,"('billions', 'reforms')",False,00:00:31
The campaign's leaders were right to accept the arms manufacturer's pledge.,"['manufacturer', 'pledge']",17,0,"('manufacturer', 'pledge')",False,00:00:37
The popular definition is rooted in an editorial error.,"['definition', 'error']",8,1,"('error', 'definition')",False,00:00:31
"By chance, Toe discovers a rainbow-coloured rock with hidden power to grant wishes.","['rock', 'power']",18,0,"('rock', 'power')",False,00:00:30
That container was put inside a vault provided by Stark Memorial Funeral Home.,"['container', 'vault']",6,-1,[],False,00:00:54
"The turbines are making an electricity system with low carbon emissions even greener - already, in Seattle, more than 90 percent of the power comes from renewable sources.","['system', 'carbon']",18,-1,[],False,00:00:39
Amendment 4 removed the subsection which applies the measure to partner authorities of local authorities.,"['subsection', 'measure']",11,-1,[],False,00:00:53
This oven has a meat probe so I tried it in the lasagna at a set temperature of 165 degrees.,"['oven', 'probe']",3,0,"('oven', 'probe')",True,00:01:16
"Rum is distilled from fermented sugarcane juice, fermented sugarcane syrup or fermented molasses.","['Rum', 'juice']",8,1,"('juice', 'Rum')",True,00:10:30
"I am grateful to a former editor of Cogito for permission to reproduce material from my article 'An introduction to infinity', 1992.","['material', 'article']",8,1,"('article', 'material')",False,00:00:38
In the process of engagement the two blades of the scissors engage a piece of tissue to cut.,"['blades', 'scissors']",2,1,"('scissors', 'blades')",True,00:01:10
A handpicked regiment of 100 marksmen under General William Maxwell laid an ambush in the surrounding cover.,"['regiment', 'marksmen']",13,0,"('regiment', 'marksmen')",False,00:00:35
"The picture frame hangs on the wall in my living room, reminding me that I'm the only child of three to be born and live to my parents.","['picture', 'frame']",4,0,"('picture', 'frame')",True,00:01:01
"Today, for the first time in the UK, full examination papers in chemistry and mathematics set for 16-year-old school pupils in the People's Republic of China are to be published in English and made widely available.","['papers', 'chemistry']",14,1,"('chemistry', 'papers')",False,00:00:35
"Most dieters are familiar with the usual weight loss formula: proper diet, adequate exercise, and a healthier lifestyle.","['dieters', 'formula']",11,-1,[],False,00:00:38
"In the evening, he threw wood into the bonfire.","['wood', 'bonfire']",6,0,"('wood', 'bonfire')",False,00:00:26
"In the framework of a holistic approach to student development and support, Student Services are also the contact point for other functions such as student out-of-class involvement, student participation in the university governance as well as in the Student Union.","['student', 'governance']",18,-1,[],False,00:00:39
His speech outlined urgent measures for stimulating the economy.,"['speech', 'measures']",14,0,"('speech', 'measures')",False,00:00:32
More than 20 years have passed since the last plane took off from the earth.,"['plane', 'earth']",8,-1,[],False,00:00:33
"The market is rooted in the structure of Zanzibar household economies, and therefore proides an indispensible function in daily life.","['market', 'structure']",18,1,"('structure', 'market')",False,00:00:26
"The ozone layer is a relatively small constitute part of the Earth's atmosphere, although it accounts for a large protection measure.","['ozone layer', 'atmosphere']",2,-1,[],False,00:00:31
Debt-to-income ratios are referred to as the guidelines that are used by mortgage lenders in order to determine your maximum mortgage amount.,"['guidelines', 'lenders']",10,-1,[],False,00:00:42
"The officer swore an oath of secrecy on becoming a sky marshal, so his name can't be revealed.","['officer', 'oath']",17,0,"('officer', 'oath')",False,00:00:26
The wine was stored in a wine rack so the cork has been wet to prevent the wine from turning to vinegar.,"['wine', 'rack']",4,-1,[],False,00:00:43
"The list of passengers and crew, handed to the purser just before the steamer left Providence, was locked in a safe, and it was not recovered.","['list', 'safe']",4,-1,[],False,00:00:33
The restaurant is advertised by the official municipal website.,"['restaurant', 'website']",15,1,"('website', 'restaurant')",True,00:00:43
This pecking order continues all the way down to the most subordinate wolf in the pack.,"['wolf', 'pack']",12,-1,[],False,00:00:56
A rhumba of rattlesnakes plagued a village.,"['rhumba', 'rattlesnakes']",13,-1,[],False,00:00:43
My point was coming from a welding background that good goggles are most definitely not hard to find.,"['point', 'background']",8,1,"('background', 'point')",False,00:00:30
The complete examination process has been carried out according to the pertinent directives.,"['examination process', 'directives']",18,1,"('directives', 'examination process')",False,00:00:34
"Even if an abstract theme is at the center of the poem, the poet still uses concrete imagery in order to make it more accessible.","['poet', 'imagery']",11,0,"('poet', 'imagery')",False,00:00:37
This leaflet gives a summary of holiday entitlements.,"['leaflet', 'entitlements']",14,1,"('entitlements', 'leaflet')",False,00:00:43
The signoff queue is used for reports that the user has not seen before.,"['queue', 'reports']",18,1,"('reports', 'queue')",False,00:00:35
We put the files into a date-based directory like YY/MM/DD.,"['files', 'directory']",6,-1,[],False,00:01:03
The couple hailed from Tezpur town in northern Assam.,"['couple', 'town']",8,-1,[],False,00:00:38
"In her dentist dad's office, with the help of her brother Norman she finds a bottle full of pulled teeth.","['bottle', 'teeth']",5,-1,[],False,00:00:33
My guns are locked in my room.,"['guns', 'room']",4,-1,[],False,00:00:37
"Thus, aptitude provides no information about critical interactional processes that take place after the student has enrolled in the university.","['student', 'university']",12,-1,[],False,00:00:42
The scream was coming from his own chambers; he ran through them and drew to a halt at the doorway to Eirin's room.,"['scream', 'chambers']",8,-1,[],False,00:00:35
The winner has received the years worth of beauty products in a hamper.,"['products', 'hamper']",4,-1,[],False,00:00:59
"He is also a work of fiction, a software program written by a bio-scientist from St Petersburg and a finalist in a contest to find the world's first thinking computer, staged yesterday at Reading University.","['program', 'bio-scientist']",16,1,"('bio-scientist', 'program')",False,00:00:43
It was a significant environmental hazard in the copper smelting process when the emissions were released into the atmosphere.,"['emissions', 'atmosphere']",6,0,"('emissions', 'atmosphere')",False,00:00:42
The tonneau cover retracts into a canister.,"['cover', 'canister']",6,-1,[],False,00:00:48
His reformation of many of the roman laws caused quite a bit of discomfort in the seats of power at the house of senators.,"['house', 'senators']",13,-1,[],False,00:00:47
Parties have inherited entitlements to property.,"['entitlements', 'property']",18,-1,[],False,00:01:05
The libel claimant has proved that the statement was defamatory.,"['claimant', 'statement']",18,1,"('statement', 'claimant')",False,00:00:40
"By charging odd amounts like 49 or 99 cents, the cashier very probably opened the till.","['cashier', 'till']",18,0,"('cashier', 'till')",False,00:00:24
The cancer cells have increasingly been moving into the bone.,"['cells', 'bone']",6,-1,[],False,00:00:48
"This Christmas, visitors travelled to the vineyard by the free bus.","['visitors', 'vineyard']",6,1,"('vineyard', 'visitors')",False,00:00:58
Geodiversity has been added into the objective.,"['Geodiversity', 'objective']",6,-1,[],False,00:00:42
One who lives in the area of the Ural Mountains has a possibility of observing a bevy of roebucks.,"['bevy', 'roebucks']",13,-1,[],False,00:00:42
Washer works with a single cup of water.,"['Washer', 'water']",11,-1,[],False,00:01:11
"The accommodation briefly comprises of hall, downstairs w.c., lounge, kitchen, three bedrooms and bathroom.","['accommodation', 'hall']",3,-1,[],False,00:01:09
"Next to Moll lived the celebrated actress Nancy Dawson, a former harlot made famous by her lascivious hornpipe in Gay's phenomenally popular The Beggar'ss Opera.","['harlot', 'hornpipe']",18,-1,[],False,00:00:41
He has been a committee member for Gungarde in Cooktown.,"['committee', 'member']",13,0,"('committee', 'member')",False,00:00:36
"The paw of the cat thus appears to be more sensitive to temperature changes than was believed previously, and its temperature sensitivity may be comparable to that of the hand of the primate.","['paw', 'cat']",2,-1,[],False,00:01:18
On the Seleucid right flank Atticus deployed the elite companions screened by a single unit of Scythian horse archers.,"['unit', 'archers']",13,-1,[],False,00:00:30
A weapon was inside a wooden box behind a stereo cabinet that was suspended about seven feet above the floor.,"['weapon', 'wooden box']",4,-1,[],False,00:00:43
While Jackson was in the White House he kept a stable of race horses -- perhaps the only president of the United States ever to run a racing stable.,"['stable', 'horses']",13,1,"('horses', 'stable')",False,00:00:35
Job listings in India have been added to our careers section.,"['Job listings', 'careers section']",6,-1,[],False,00:01:12
The conference was a part of the Danish kortdage and was arranged by Geoforum in cooperation with GI Norden.,"['conference', 'kortdage']",2,-1,[],False,00:00:59
The left-turns are sequenced to correspond to the arrival of the group of cars from the upstream signal.,"['cars', 'signal']",8,1,"('signal', 'cars')",True,00:00:59
He atached a handle to the upper part of a cable machine.,"['cable', 'machine']",2,-1,[],False,00:00:54
But we are not at all complacent and we are well aware of the challenges around recruitment.,"['challenges', 'recruitment']",18,1,"('recruitment', 'challenges')",False,00:00:35
This is made possible by unscrewing the three or four screws from the button of the mouse.,"['button', 'mouse']",2,-1,[],False,00:00:46
The influential towns of Brownville and Fontanelle were founded that year as well.,"['towns', 'year']",18,-1,[],False,00:00:45
"On the table, a potato slice was already placed in a beaker of distilled water.","['slice', 'beaker']",4,-1,[],False,00:00:38
A chance discovery made by a road worker in 1956 uncovered a rich find of 360 million year old fish fossils.,"['discovery', 'worker']",18,1,"('worker', 'discovery')",False,00:00:29
The psychiatrist killed him with the drugs she gave him.,"['psychiatrist', 'drugs']",11,0,"('psychiatrist', 'drugs')",False,00:00:30
The user-friendly control device is mounted on the handgrip of the wheelchair.,"['handgrip', 'wheelchair']",2,-1,[],False,00:00:38
The restaurant creates dishes using farm fresh products and organic products found from local farms like Meadow Mountains and Haystack.,"['restaurant', 'products']",11,-1,[],False,00:00:58
I conducted a training seminar on energy efficiency best practices for engineers at the Pune Municipal Corporation.,"['practices', 'engineers']",10,-1,[],False,00:00:36
This poster advertises the 1898 exhibition of the shroud.,"['poster', 'exhibition']",14,1,"('exhibition', 'poster')",False,00:00:28
"The alcohol was distilled from a steam bath, and the lactone was separated from the sodium bromide by extraction with ether.","['alcohol', 'steam bath']",8,1,"('steam bath', 'alcohol')",False,00:00:32
The survey documents children's opinions on a wide range of social issues.,"['survey', 'opinions']",14,-1,[],False,00:00:51
My grandmother came here when she was 17 years old with nothing but a suitcase full of oranges.,"['suitcase', 'oranges']",5,-1,[],False,00:00:34
"Each sample of the felt was enclosed in a separate glass vial with blanks of polished lead, silver and copper.","['sample', 'vial']",6,-1,[],False,00:00:34
The brothers wrote this movie after coming up with the characters.,"['brothers', 'movie']",17,0,"('brothers', 'movie')",False,00:00:31
"Elsewhere, you'll find a real embarrassment of riches, with song after brilliant hit song from the fertile imaginations of the great Brill Building writers.","['song', 'writers']",16,1,"('writers', 'song')",False,00:00:33
"When a murder of crows and a tittering of magpies get into a turf war over Susie Wu's eucalyptus, the real winner is Susie's cat, Mittens.","['tittering', 'magpies']",13,-1,[],False,00:00:55
The police report has cast a spotlight on America's self-help industry.,"['police', 'report']",17,0,"('police', 'report')",False,00:00:31
My flight arrived at the usual gate.,"['flight', 'gate']",6,-1,[],False,00:00:34
"The rising popularity of malted whiskies, especially single malt barley spirits, is evidenced in the growing number of distilleries and labels that have been cropping up over the past few years.","['barley', 'spirits']",9,0,"('barley', 'spirits')",True,00:02:06
"Towne Bank, which has only one retail location, was one of those opportunistic upstarts, a bank built on a bubble.","['bank', 'bubble']",18,1,"('bubble', 'bank')",False,00:00:32
"Meanwhile, General Wadsworth with a detachment of militia volunteers and Winfield Scott's regulars crossed the river to reinforce Captain Wool's position and take command.","['detachment', 'volunteers']",13,-1,[],False,00:00:35
The helix runs away from the nucleotide.,"['helix', 'nucleotide']",18,-1,[],False,00:00:39
"Besides a galaxy of prominent footballers, his colleagues, sportspersons and people from all walks of life paid last respect to the departed footballer.","['galaxy', 'footballers']",13,-1,[],False,00:00:36
"The study found that people who took the combination of cholinesterase inhibitors (Aricept, Razadyne, or Exelon) and Memantine, showed a significantly slower rate of cognitve decline than those who took only a cholinesterase inhibitor or no drug.","['combination', 'inhibitors']",18,-1,[],False,00:00:44
Antelope horns grows from the Southern California desert mountains across to Arkansas and up into Kansas.,"['horns', 'mountains']",18,-1,[],False,00:00:34
The book contained not only recipes but also such things as coloring of textiles and other things concerning a household.,"['book', 'coloring']",14,-1,[],False,00:02:11
He sent the revellers into party mode.,"['revellers', 'party mode']",18,0,"('revellers', 'party mode')",False,00:00:37
"Trench pudding is made from broken biscuits, condensed milk, jam put into a canteen and cooked over a little spirit stove.","['jam', 'canteen']",6,-1,[],False,00:00:40
"The pertinent passage describes the flag as a tricolor consisting of green, white and orange bands.","['passage', 'flag']",14,-1,[],False,00:00:31
A witness statement contains the witness's factual account of the circumstances of the dispute.,"['statement', 'account']",2,0,"('statement', 'account')",False,00:00:31
You shaped the bristles of the brush with clean lather still in it.,"['bristles', 'brush']",2,-1,[],False,00:01:02
The extrusion blew the molding into paperboard.,"['molding', 'paperboard']",6,0,"('molding', 'paperboard')",False,00:00:33
The US regulatory agency was investigating allegations that at least one plane was considered unsafe to fly.,"['agency', 'allegations']",18,1,"('allegations', 'agency')",True,00:00:54
The resulting biofilm grows from the inside out rather than planktonic organisms attaching and promoting the growth from the outside.,"['biofilm', 'inside']",18,-1,[],False,00:01:09
The other offer was from an old-line investment counsel-mutual fund company in New York.,"['offer', 'company']",16,1,"('company', 'offer')",False,00:00:29
A similar image search feature has been added to the software.,"['feature', 'software']",6,1,"('software', 'feature')",False,00:00:38
It also gives some of the history behind the formation of Wolf's dragoons and some of the battles and campaigns the mercenary regiment has fought.,"['formation', 'dragoons']",18,0,"('formation', 'dragoons')",False,00:00:41
The hull of the boat is carved from a single piece of wood.,"['hull', 'boat']",2,1,"('boat', 'hull')",True,00:00:58
"A metal cube, one meter on each side, is enclosed in a thermally insulating jacket.","['metal cube', 'jacket']",4,0,"('metal cube', 'jacket')",False,00:00:36
This is a tattoo design an artist drew up.,"['design', 'artist']",16,1,"('artist', 'design')",False,00:00:24
The trapped mass takes part in the movement and therefore contributes to the inertia of the system.,"['mass', 'movement']",18,-1,[],False,00:00:36
"Baird's scanning disk produced an image of 30 lines resolution, just enough to discern a human face, from a double spiral of lenses.","['disk', 'image']",17,0,"('disk', 'image')",False,00:00:26
Several authors have inserted implants into bone that have been subject to higher radiation doses.,"['implants', 'bone']",6,-1,[],False,00:00:29
The Sabah Wildlife Department has implanted transmitters into three orangutans.,"['transmitters', 'orangutans']",6,-1,[],False,00:00:45
"The hygrometer was manufactured in the spring of 1995, and it was calibrated for the first time in June 1995.","['hygrometer', 'spring']",8,-1,[],False,00:00:44
"Next up was the climb, a slow steady rock strewn menage of eirie shadows reflecting off of tall trees and red rocks.","['menage', 'shadows']",13,-1,[],False,00:00:37
Goatfish use a pair of large chin barbels to probe the sea bottom to detect buried prey.,"['Goatfish', 'barbels']",3,0,"('Goatfish', 'barbels')",True,00:01:22
Olympics have already poured one billion into the economy.,"['billion', 'economy']",6,0,"('billion', 'economy')",False,00:00:36
We removed the sharp items into the plastic bag.,"['items', 'plastic bag']",6,-1,[],False,00:00:35
Barrymore is singing while painting the flowers on the wall in the shop.,"['wall', 'shop']",2,-1,[],False,00:00:34
My two friends have moved into my apartment last weekend.,"['friends', 'apartment']",6,0,"('friends', 'apartment')",False,00:00:42
I've been a closet writer for a long time.,"['closet', 'writer']",18,-1,[],False,00:00:37
The Commission submitted to the Council and the European Parliament a report on the application and conditions of implementation of the Agreement.,"['report', 'application']",14,1,"('application', 'report')",False,00:00:36
"An Israeli woman mistakenly threw out a mattress with money inside, setting off a frantic search through tons of garbage at a number of landfill sites.","['mattress', 'money']",5,-1,[],False,00:00:45
Lauren also explores bisexuality in this new book.,"['bisexuality', 'book']",15,-1,[],False,00:00:41
"The researchers studied the efficiencies of assessment through exams, particularly if the marking is routine or automated, are counterbalanced by its limitation.","['researchers', 'exams']",11,-1,[],False,00:00:35
Plastic water bottles leak toxic materials into the water.,"['toxic materials', 'water']",6,-1,[],False,00:00:57
A basic data entry has been added to the database.,"['data entry', 'database']",6,0,"('data entry', 'database')",False,00:00:30
Prevention of CAE viral infection is important in goat herd management because there is no treatment that eliminates CAE virus or vaccine to prevent this disease.,"['goat', 'herd']",12,-1,[],False,00:00:31
I will leave it up to Wes to tell you about the mask of raccoons we encountered on the trip.,"['mask', 'raccoons']",13,-1,[],False,00:00:50
