sentence,entities,gt_relation,pred_relation,pred_edge,is_edge_test_contradictory,exec_time
A certificated security for which the certificate has been surrendered to the issuer is reached by a creditor by legal process upon the issuer.,"['creditor', 'process']",11,0,"('creditor', 'process')",False,00:00:36
"Steroid Nation (TM) is an online journal looking at the use of anabolic steroids in sports, youth, and society.","['journal', 'use']",14,-1,[],False,00:00:38
Timoshenko commented its laughter after the joke of Putin about Yushchenko and Of.,"['laughter', 'joke']",1,1,"('joke', 'laughter')",False,00:00:20
His efforts have been invested into this main objective.,"['efforts', 'objective']",6,0,"('efforts', 'objective')",True,00:00:55
He was distressed and smeared in dust and held a bottle full of blood in his hands.,"['bottle', 'blood']",5,-1,[],False,00:00:49
The explosion caused a crater on the ground and destroyed several stalls.,"['explosion', 'crater']",0,0,"('explosion', 'crater')",False,00:00:23
"The video then shows the damage caused by the aircraft as it hit the north tower, follows the disintegrating plane through the interior, and then shows the airplane metal, ignited fuel, dust and smoke exiting the building on the opposite side.","['damage', 'aircraft']",1,1,"('aircraft', 'damage')",False,00:00:22
"The whole episode was documented on video and stills, but these have never come to light.","['episode', 'video']",15,0,"('episode', 'video')",True,00:00:47
The sound came from a wooden structure two hundred yards away.,"['sound', 'structure']",8,1,"('structure', 'sound')",False,00:00:35
"I crawled over to the edge of the building where there was still a fragment of wall and peered over, trying to see what was going on.","['building', 'wall']",18,0,"('building', 'wall')",True,00:01:07
The next two generations have departed into an uncertain future survival without Mother.,"['generations', 'future survival']",18,-1,[],False,00:01:02
"The ornaments were blown into complicated, multi-piece molds.","['ornaments', 'molds']",6,1,"('molds', 'ornaments')",False,00:00:36
"There are many different types of saw blades, each of which is designed for a particular cut.","['saw', 'blades']",3,0,"('saw', 'blades')",True,00:01:01
The album comes with rambling notes from Wolf detailing the ideas behind each song.,"['notes', 'ideas']",14,1,"('ideas', 'notes')",False,00:00:24
"A year later, in September 1941, he and a fellow prisoner dug a tunnel from an incinerator to a point beyond the perimeter.","['prisoner', 'tunnel']",17,0,"('prisoner', 'tunnel')",False,00:00:24
A vehicle accident with a utility pole cause a power outage.,"['accident', 'power outage']",0,0,"('accident', 'power outage')",False,00:00:34
In this way he gathered materials for weekly epistles destined to enlighten some county town or some bench of rustic magistrates.,"['bench', 'magistrates']",13,-1,[],False,00:00:51
Controversy and even heated debate with respect to the ethical issues involved has broken out in Germany and other parts of the world.,"['debate', 'ethical issues']",14,1,"('ethical issues', 'debate')",False,00:00:51
"An eyewitness account to a turning point in the Civil War, From the Pen of a She-Rebel chronicles not only a community's near destruction but also its endurance.","['eyewitness', 'account']",17,0,"('eyewitness', 'account')",False,00:00:49
"A few weeks after we sent the Taylors our final report, a letter arrived from the headquarters of the Green Howards in England.","['letter', 'headquarters']",8,1,"('headquarters', 'letter')",False,00:00:28
"A chain saw is one of those tools that can be described thusly: When you need one, nothing else will really do.","['chain', 'saw']",2,-1,[],False,00:00:39
The applicant graduated from an accredited school of dentistry.,"['applicant', 'school']",8,1,"('school', 'applicant')",True,00:00:58
The garden also comprises large natural patches of renosterveld fynbos and succulent karoo vegetation.,"['garden', 'patches']",3,0,"('garden', 'patches')",False,00:00:42
"Colds and flu cause high fevers in babies and toddlers, but with the flu, the fever will last more than one or two days.","['flu', 'fevers']",0,0,"('flu', 'fevers')",False,00:00:25
My father is going into college at his old age.,"['father', 'college']",6,-1,[],False,00:01:06
"When you press and hold K1 Button for about 3 seconds, the green indicator of the headset flashes once every 3 seconds.","['indicator', 'headset']",2,1,"('headset', 'indicator')",False,00:00:33
"Additionally, all hydrants and valves are pressure tested at the manufacturing facility.","['hydrants', 'facility']",16,1,"('facility', 'hydrants')",False,00:01:05
"During the first documented outbreak of human infections with H5N1, which occurred in Hong Kong in 1997, the 18 human cases coincided with an outbreak of highly pathogenic avian influenza, caused by a virtually identical virus, in poultry farms and live markets.","['influenza', 'virus']",1,1,"('virus', 'influenza')",False,00:00:36
The popular soap has been moved to prime time.,"['soap', 'prime time']",6,-1,[],False,00:01:05
"Wrinkles from laughing is a good sign of a healthy, happy life.","['Wrinkles', 'laughing']",1,1,"('laughing', 'Wrinkles')",False,00:00:28
"Good vineyards, on the other hand, growing better and lower yielding varieties were owned and farmed under the supervision of the church or nobility.","['varieties', 'church']",18,-1,[],False,00:01:11
"With grain spirits, the initial fermentation takes place after the starch that is naturally present is converted into sugar.","['grain', 'spirits']",9,0,"('grain', 'spirits')",False,00:00:39
Figures show that the crisis is spreading into Israel's economy.,"['crisis', 'economy']",6,0,"('crisis', 'economy')",True,00:01:24
"The damage caused by the "" W32/Sircam"" computer virus is expanding in Japan.","['damage', 'virus']",1,1,"('virus', 'damage')",False,00:00:27
The map was locked in a safe in the clerk's office except when it was being viewed by someone in the presence of the clerk.,"['map', 'safe']",4,-1,[],False,00:00:31
"Yesterday I put on my largest pants, those pants that were in a box slated to go to Goodwill.","['pants', 'box']",4,-1,[],False,00:00:33
"The scum rake mechanism consists of a rotating bridge with attached skimmers, which are suitable for an effective removal of scum of various consistencies, even of a light, creamy consistency.","['mechanism', 'bridge']",3,0,"('mechanism', 'bridge')",True,00:01:14
"Earlier, a dray of terrified ground squirrels ran for their lives as flames raced their way.","['dray', 'squirrels']",13,-1,[],False,00:00:54
After that I mentioned that the reagent was in a bottle packed with vermiculite as a filler between the carton & the bottle.,"['reagent', 'bottle']",4,-1,[],False,00:00:53
"The illusion has been examined in a number of different psychological experiments, and suggested as a basis for other biases.","['illusion', 'experiments']",18,0,"('illusion', 'experiments')",False,00:00:30
Contemporary criticism commented on the weaknesses of the opera's characters and the storyline.,"['criticism', 'weaknesses']",14,1,"('weaknesses', 'criticism')",False,00:00:39
The singer arrived to the outdoor stage for rehearsal.,"['singer', 'outdoor stage']",6,-1,[],False,00:01:13
"Baljinder Singh is still recovering in The Alfred hospital, a week after he was stabbed in the stomach with a screwdriver by two men as they robbed him of his wallet.","['screwdriver', 'men']",10,1,"('men', 'screwdriver')",False,00:00:32
The life of the kathoey kick boxer is related in the 2003 movie Beautiful Boxer.,"['life', 'movie']",15,0,"('life', 'movie')",False,00:00:43
"He has fear from darkness, ghosts, robbers & being alone, of thunder, in the crowd, of death, of disease, of evil, that something may happen.","['fear', 'robbers']",1,1,"('robbers', 'fear')",False,00:00:32
"Unfortunately though, to the surprise of all present, the ship completely dissapeared from the harbour.","['ship', 'harbour']",8,-1,[],False,00:00:36
"The state was the source of capital, raw materials and labour.","['state', 'capital']",9,0,"('state', 'capital')",False,00:00:28
The word asphalt was derived from that term because of the lumps of gooey petroleum that were washed up on the lake shores from underwater seeps.,"['asphalt', 'term']",8,1,"('term', 'asphalt')",False,00:00:28
The lord continues to demonstrate his faithfulness through the generous giving of His people.,"['lord', 'giving']",18,0,"('lord', 'giving')",False,00:00:29
"Several times a flock of wild ducks (Anas superciliosd) flew over, evidently making their way to the more open water- ways several miles west.","['flock', 'ducks']",13,1,"('ducks', 'flock')",False,00:00:36
Entrepreneur creates a debate over 'Amber Alert' kiosks.,"['debate', 'kiosks']",14,1,"('kiosks', 'debate')",False,00:00:54
The award was bestowed to the organization.,"['award', 'organization']",6,0,"('award', 'organization')",False,00:00:33
"At 73 meters underwater, a petty officer reached the surface using his Drager apparatus.","['officer', 'apparatus']",11,0,"('officer', 'apparatus')",True,00:00:58
The roof of the building was equipped with two helicopter landing pads that became vital during the fire.,"['roof', 'building']",2,1,"('building', 'roof')",False,00:00:47
The choice was recorded when the cow touched the training card with its nuzzle.,"['cow', 'nuzzle']",3,0,"('cow', 'nuzzle')",True,00:01:14
What this type of memory does is it allows itself to sync with the CPU bus of the computer giving it the capability to run at higher clock speeds.,"['bus', 'computer']",2,-1,[],False,00:00:43
This plan is the result of a focused analysis of crime and disorder over the last three years.,"['plan', 'crime']",18,1,"('crime', 'plan')",False,00:00:21
This page is a guide to the floating world of cyberspace.,"['guide', 'world']",14,1,"('world', 'guide')",True,00:00:56
One of the recurring themes of the book is the influence of religion in motivating and structuring Dutch emigration.,"['book', 'influence']",14,-1,[],False,00:01:16
"The children, seated on their mother's laps, played with toys on a table in front of a picture with holes in it.","['picture', 'holes']",3,-1,[],False,00:00:29
The precipitate of DPA Na together with the filter is transferred to a bottle with cold water in it where it is dissolved by shaking.,"['bottle', 'water']",5,-1,[],False,00:00:43
"There is a short addition by the scribe which matches that on the Kirkham Priory copy, above.","['addition', 'scribe']",16,1,"('scribe', 'addition')",False,00:00:29
There were concrete blocks inside a caisson.,"['blocks', 'caisson']",4,-1,[],False,00:00:49
She tried to find out what key on your keyboard fits your personalty.,"['key', 'keyboard']",2,-1,[],False,00:00:37
"Officer Daniel testified that the methamphetamine was inside a glass container that was placed and sealed inside a ""Winnie the Pooh"" plastic container.","['methamphetamine', 'container']",4,-1,[],False,00:01:12
"Adler's belief in human teleology was a radical departure from the ""cause-and-effect"" determinism of science at the beginning of the 20th century.","['belief', 'determinism']",18,-1,[],False,00:00:45
The bungalow was built inside a barn.,"['bungalow', 'barn']",18,1,"('barn', 'bungalow')",False,00:00:32
"Berserk is one title in recent memory which does an admirable job of throwing a veritable zoo of creeps, thugs, demons, monsters, and fetid creatures before the reader in each volume, inviting awe at the creativity and skill involved in conceiving of and executing such disgusting vermin.","['zoo', 'creeps']",13,-1,[],False,00:01:07
My apartment complex treated the yard with a poison to kill locusts.,"['complex', 'poison']",11,0,"('complex', 'poison')",False,00:00:31
NASA is sending astronauts to an asteroid.,"['astronauts', 'asteroid']",6,-1,[],False,00:00:59
"To take the fragment of green material first, I found it caught in the bolt of the communicating door between that room and the adjoining one.","['bolt', 'door']",2,-1,[],False,00:00:37
The team has moved into fifth place in career scoring at ND.,"['team', 'fifth place']",18,0,"('team', 'fifth place')",False,00:00:36
The exhibition displayed a historical view of video game development from early arcade games to the present.,"['exhibition', 'view']",14,0,"('exhibition', 'view')",False,00:00:47
"The object was inside a nylon bag, and the blasting caps were inside a plastic case.","['object', 'nylon bag']",4,-1,[],False,00:00:39
Such tools sped up the drug development process by years.,"['tools', 'process']",18,0,"('tools', 'process')",False,00:00:22
It is a wonderful way to show off your prized china pieces in a handsome China hutch.,"['pieces', 'hutch']",4,-1,[],False,00:00:45
It is unfortunate that the constitution was prepared by leaders of political parties and not legal experts.,"['constitution', 'leaders']",16,1,"('leaders', 'constitution')",False,00:00:30
The musician also treated the wood with a preparation of borax in the manner of Stradivari.,"['musician', 'preparation']",11,0,"('musician', 'preparation')",False,00:00:37
She was pouring the hot agarose into the casting tray.,"['agarose', 'tray']",6,-1,[],False,00:00:38
The team then sequenced the captured DNA with the GS FLX Titanium series chemistry.,"['team', 'chemistry']",11,-1,[],False,00:00:51
"In a disturbing laboratory experiment in which a gun was hidden in a drawer, many boys found the weapon, played with it and even pulled the trigger without knowing whether it was loaded.","['gun', 'drawer']",4,1,"('drawer', 'gun')",False,00:00:49
"The Vice President for Development is responsible to the president of the university for planning, coordinating and managing the gift procurement programs of the University.","['president', 'university']",18,-1,[],False,00:01:05
The students enforced it with violence.,"['students', 'violence']",18,0,"('students', 'violence')",False,00:00:23
Much of the difference in the total damage caused by the Nisqually and the Northridge earthquakes can be attributed to the Nisqually earthquake's location.,"['damage', 'earthquakes']",1,1,"('earthquakes', 'damage')",False,00:00:27
"The train is going away from the photographer, pushing its cars to gain elevation.","['train', 'photographer']",8,-1,[],False,00:00:26
The fluids are enclosed in a vertical cylinder of aspect ratio and heated from below.,"['fluids', 'cylinder']",4,-1,[],False,00:00:32
The loading takes a couple of days and the ship sails from the port with the help of the local pilot who knows every inch of the area.,"['ship', 'port']",8,-1,[],False,00:01:10
"Accidentally, one worker was locked in a refrigerator boxcar, and the rest of the workmen left the site.","['worker', 'boxcar']",18,-1,[],False,00:00:46
"Like tofu, tempeh is made from soybeans, but tempeh is a whole soybean product with different nutritional characteristics and textural qualities.","['tempeh', 'soybeans']",8,1,"('soybeans', 'tempeh')",False,00:00:45
"Godfrey and I, caught up in the whirl of insects, had become part of the forest, too.","['whirl', 'insects']",18,1,"('insects', 'whirl')",True,00:01:04
"Whatever the case, we have added tessellate into our favorite songs.","['tessellate', 'songs']",6,-1,[],False,00:00:47
"Surveys were completed by respondents using a variety of browser software programs, each configured differently with different displays.","['respondents', 'programs']",11,-1,[],False,00:00:34
Breast abscess is caused by infection of the engorged glandular system of the breasts.,"['abscess', 'infection']",1,1,"('infection', 'abscess')",False,00:00:24
The study assessed the effectiveness of the world's fisheries management regimes using evaluations by nearly 1200 fisheries experts.,"['study', 'evaluations']",3,0,"('study', 'evaluations')",False,00:00:41
The act promotes efficiency through limitation of the copyright owner's available monetary damages.,"['act', 'limitation']",11,0,"('act', 'limitation')",False,00:00:28
"As soon as the ceremony is done, the couple holds a bottle with love testimony in it and puts it into the ocean.","['bottle', 'testimony']",5,-1,[],False,00:01:00
Grace did as she was told as Adele poured flour into the liquid mixture.,"['flour', 'mixture']",6,0,"('flour', 'mixture')",True,00:01:13
"I found, moreover, a body of trained and earnest school workers, whose wealth of experience, professional spirit, and loyal support of the new organization gave ample assurance of advancement in all departments of public school work.","['body', 'workers']",13,-1,[],False,00:00:45
The fat and cholesterol cause heart disease; the animal protein causes cancer.,"['fat', 'disease']",0,0,"('fat', 'disease')",False,00:00:19
Other early organisms have released barium into sulphate depleted pore-waters.,"['barium', 'sulphate']",6,-1,[],False,00:00:35
High fees charged by senior lawyers became a point of discussion at the Apex Court hearing the Ambani brothers' gas row.,"['fees', 'discussion']",15,0,"('fees', 'discussion')",False,00:00:37
The country has resumed manufacturing of components and assembly of centrifuge machines under IAEA supervision.,"['country', 'machines']",17,0,"('country', 'machines')",False,00:00:26
The preforms were blown into the bottles.,"['preforms', 'bottles']",6,0,"('preforms', 'bottles')",False,00:00:31
One plant was sealed in a flask as described.,"['plant', 'flask']",4,-1,[],False,00:00:34
The acetoin was first distilled from the filtrate and subsequently oxidized to biacetyl.,"['acetoin', 'filtrate']",8,1,"('filtrate', 'acetoin')",True,00:01:14
It has taken time and effort to get the metal out of the ground.,"['metal', 'ground']",8,-1,[],False,00:00:54
The pillars of the ruins of Persepolis are famous and an example of the glories of Iran during the reign of the Darius emperors.,"['pillars', 'ruins']",2,-1,[],False,00:00:51
You reassigned them after making a change in the registry through the administrative console or by using wsadmin scriptin.,"['change', 'console']",18,1,"('console', 'change')",False,00:00:25
This humorous fable illustrates the progress of education and gives valuable insights into how it could continue to develop in the decades to come.,"['fable', 'progress']",14,-1,[],False,00:00:36
One of the best resources for programmers is the excellent (and free) book Small Memory by Charles Weir and James Noble.,"['resources', 'programmers']",10,-1,[],False,00:00:41
Karzai brought more technocrats into his government.,"['technocrats', 'government']",6,1,"('government', 'technocrats')",True,00:01:04
The basin has sunk into a deep depression.,"['basin', 'depression']",6,0,"('basin', 'depression')",False,00:00:43
The designer made up these sets for us from leftover fabirc.,"['designer', 'sets']",17,0,"('designer', 'sets')",False,00:00:34
"This notification declares the names of plants, plant pests or carriers that are considered to be prohibited.","['notification', 'names']",14,0,"('notification', 'names')",True,00:01:30
"In the following essay, Allen discusses Flannery O'Connor's use of animal imagery to depict her notion of the world as a zoo of misfits in her novel Wise Blood.","['zoo', 'misfits']",13,1,"('misfits', 'zoo')",True,00:01:19
The researcher started the interview with a question on relationships and their relation to staff retention in an acute perioperative environment.,"['researcher', 'question']",17,0,"('researcher', 'question')",False,00:00:33
A student relaxes with a book in a Cambridge park.,"['student', 'book']",11,-1,[],False,00:00:39
"The engine revved a bit in the lower gears, but was adjusted immediately by the guy with a knob.","['guy', 'knob']",11,-1,[],False,00:01:10
"Overcome with hunger, the fox tore into the carcass with a fury, sending feathers scattering every which way.","['fox', 'fury']",18,0,"('fox', 'fury')",False,00:00:31
"It's a powerful personal work by a man who still thinks for himself in an era of fear, conformity, and dehumanization.","['work', 'man']",16,1,"('man', 'work')",False,00:00:40
In this poem the poet personifies his city during the last years in which he was able to live there.,"['poem', 'poet']",16,1,"('poet', 'poem')",False,00:00:25
"Later on that same day, an electrical short at the Farragut North station caused a fire on the tracks which shut down service three times over the course of the day.","['electrical short', 'fire']",0,0,"('electrical short', 'fire')",False,00:00:28
That first batch of forgeries was in a suitcase and the two gentlemen that disappeared in the night were both Japanese.,"['batch', 'suitcase']",4,0,"('batch', 'suitcase')",False,00:00:38
"Rachael, Katie and Chloe enjoy the wriggle of worms from the worm farms they built on an excursion to Jells Park in Glen Waverley.","['wriggle', 'worms']",13,1,"('worms', 'wriggle')",False,00:00:43
The exotic species are imported into the country illegally.,"['species', 'country']",6,-1,[],False,00:00:46
The gist of his message was that the religious social structure was in crisis and should be saved.,"['message', 'social structure']",14,1,"('social structure', 'message')",True,00:01:01
"Just the thought of the delicate flavours of rose and vanilla, combined with a slightly tart raspberry jelly was enough to get me running through the larder in search of the necessary ingredients.","['raspberry', 'jelly']",9,0,"('raspberry', 'jelly')",False,00:00:23
"The events at the trial caused the dissolution of the Communist League, and a general dampening of revolutionary activity.","['events', 'dissolution']",0,0,"('events', 'dissolution')",False,00:00:28
The bat moves its wings like we move our fingers.,"['bat', 'wings']",3,0,"('bat', 'wings')",False,00:00:42
"This exhibition looks at the dynamic connections that occurred from the mid-1960s to the mid-1970s with a display of early media works presented alongside related drawings, prints, and photographs.","['exhibition', 'dynamic connections']",14,1,"('dynamic connections', 'exhibition')",False,00:00:43
The contamination was caused by residues of the aromatic hydrocarbons.,"['contamination', 'residues']",1,1,"('residues', 'contamination')",False,00:00:35
"Asthma is a disease of the respiratory system, which causes swelling and narrowing of the airways.","['Asthma', 'narrowing']",0,0,"('Asthma', 'narrowing')",False,00:00:23
A month ago a request arrived from an American environmental consulting firm.,"['request', 'firm']",8,1,"('firm', 'request')",False,00:00:22
This invertebrate builds armor from coconut halves.,"['invertebrate', 'halves']",11,-1,[],False,00:00:55
"The exhibit features the winning designs in both the professional and student categories, as well as other outstanding entries.","['exhibit', 'designs']",3,-1,[],False,00:00:33
The disease most often starts in the palm of the hand at the base of the ring or small fingers.,"['hand', 'fingers']",3,-1,[],False,00:00:39
"The purpose of this funding, a memo from the chairman of RJ Reynolds shows, was to ""refute the criticisms against cigarettes"".","['memo', 'chairman']",16,1,"('chairman', 'memo')",False,00:00:34
My hand was resting on the arm of the chair.,"['arm', 'chair']",2,-1,[],False,00:00:28
The ride starts at the large Bryce Canyon National Park boundary sign on Hwy 63.,"['ride', 'sign']",18,-1,[],False,00:00:44
"One design shows a farmer with a hoe and reads ""Genuine Dirt Farmer Descendant"".","['farmer', 'hoe']",11,0,"('farmer', 'hoe')",False,00:00:33
The World Health Organization co-sponsored a meeting on avian influenza and human pandemic influenza.,"['meeting', 'influenza']",14,1,"('influenza', 'meeting')",False,00:00:31
The air was pressed from his lungs; it felt like millions of electrodes were attached to his neural system.,"['air', 'lungs']",8,-1,[],False,00:00:48
"As Iran's press continues to digest the election results, conservative and reformist outlets condemn perceived US interference.","['press', 'results']",18,1,"('results', 'press')",False,00:00:30
"The lyrics point toward sexual politics, and the lack of understanding between boys and girls.","['lyrics', 'sexual politics']",14,1,"('sexual politics', 'lyrics')",True,00:00:52
The incident was caused by the entry of high pressure gas from a deep formation that got confined in the porthole of the well.,"['incident', 'entry']",1,1,"('entry', 'incident')",False,00:00:25
"First found in Old Castile in the heart of Spain, where the name originated in Visigothic times.","['name', 'times']",8,1,"('times', 'name')",False,00:00:44
"The imbalance caused a torque on the moon that acted to synchronize its rotation with its orbit, so that one side is always facing the earth.","['imbalance', 'torque']",0,0,"('imbalance', 'torque')",False,00:00:30
Pipe bombs have been thrown into two parked cars in Londonderry.,"['bombs', 'cars']",6,-1,[],False,00:01:08
"No centralized timer exists, so the standard synchronizes all timers to the timer of the fastest-running clock in the BSS.","['timer', 'clock']",2,1,"('clock', 'timer')",False,00:00:39
Today Miguel Cotto is receiving a rain of offers to keep fighting.,"['rain', 'offers']",13,-1,[],False,00:01:05
The Dean of the Faculty is the chief academic officer of the college and has primary responsibility for matters of academic policy that affect the Faculty and for the educational consequences of the academic budget.,"['officer', 'college']",18,-1,[],False,00:00:35
The robbers ran away from the scene as he drove away and called his employer to report the incident.,"['robbers', 'scene']",8,-1,[],False,00:01:03
"The core of the city state, regarded as a trading entity, is a body of specialized traders engaged in external trade.","['body', 'traders']",13,1,"('traders', 'body')",False,00:00:44
The officer threw a prisoner into a cell.,"['prisoner', 'cell']",6,-1,[],False,00:00:44
Those early studies were directed toward examining the spring vegetation green-up and subsequent summer and fall dry-down.,"['studies', 'vegetation']",18,1,"('vegetation', 'studies')",True,00:01:00
"A catfish, some fish that have spawned eggs and an anglerfish is all I can remember.","['fish', 'eggs']",17,0,"('fish', 'eggs')",True,00:10:40
"In contrast, I first learned of Steve's existence through an observation by a clique of Bursley Dorm acquaintances I used to dine with that same year.","['clique', 'acquaintances']",13,1,"('acquaintances', 'clique')",True,00:01:07
Yet this signing statement issued by the president yesterday is the clearest signal yet that the administration wants to hold this option in reserve.,"['statement', 'president']",16,1,"('president', 'statement')",False,00:00:23
"With the help of its diaspora, China has won the race to be the world's factory.","['world', 'factory']",18,-1,[],False,00:01:03
"Synaesthesia literally means 'union of the senses' and is defined as the stimulation of one sensory modality by another (e.g., sound by vision).","['union', 'senses']",18,1,"('senses', 'union')",False,00:00:27
Boston University biomedical engineers have devised a method for making future genome sequencing faster and cheaper.,"['engineers', 'method']",17,0,"('engineers', 'method')",False,00:00:18
They leaked oil into the radiator.,"['oil', 'radiator']",6,0,"('oil', 'radiator')",False,00:00:33
Other parameters were as described in the text.,"['parameters', 'text']",15,-1,[],False,00:00:28
The medicine was given to the patient.,"['medicine', 'patient']",6,0,"('medicine', 'patient')",False,00:00:38
"This intermixed rookery of glossy ibis, herons, and egrets first established itself on Sheffield Island in 1961 with 28 nesting pairs.","['rookery', 'glossy ibis']",13,-1,[],False,00:00:46
"Almost suddenly, I was overcome with an uncontrollable fear which was triggered by the death of my friend.","['fear', 'death']",1,1,"('death', 'fear')",False,00:00:30
The operator moved the data into the text box from the database table column.,"['data', 'text box']",6,-1,[],False,00:00:40
My view of how the brain works is rooted in an evolutionary perspective that moves from the fact that our mental life reflects the actions of many.,"['view', 'perspective']",1,1,"('perspective', 'view')",False,00:00:45
The singer demonstrates his sensitivity during the song by suggesting that he would bring flowers.,"['singer', 'song']",18,0,"('singer', 'song')",False,00:00:21
212 vehicles were brought into this city under personal imports.,"['vehicles', 'city']",6,-1,[],False,00:00:49
Most of the discussion has been about the words he used.,"['discussion', 'words']",14,1,"('words', 'discussion')",False,00:00:13
The waverider design was evolved from work done in the U.K. in the 1950's and early 1960's on winged atmosphere re-entry vehicles.,"['design', 'work']",8,1,"('work', 'design')",False,00:00:23
The county replaces the mailbox with a standard metal mailbox acceptable for delivery of mail by the United States.,"['county', 'mailbox']",11,0,"('county', 'mailbox')",False,00:00:37
"Among the first to survey the devastation caused by the April earthquake, the team discusses what they observed and learned from the damaged buildings.","['devastation', 'earthquake']",1,1,"('earthquake', 'devastation')",False,00:00:21
"Known by the medical field as tinea cruris, jock itch is a persistent reddish, flaky, and itchy rash in the groin and around the anus caused by a fungal imbalance on the skin.","['rash', 'fungal imbalance']",1,1,"('fungal imbalance', 'rash')",False,00:00:22
The hockey fans have gone into hiding.,"['fans', 'hiding']",18,0,"('fans', 'hiding')",False,00:00:28
"The chapters included in the book are the ""core"" of this fundamental handbook on heterogeneous catalysis.","['chapters', 'book']",2,1,"('book', 'chapters')",False,00:00:45
We have seen that many software patents covering well-known algorithms and techniques hinder the software industry in the United States of America and around the world.,"['patents', 'algorithms']",14,1,"('algorithms', 'patents')",False,00:00:32
Lots of people were having picture taking sessions at the big patch of yellow flowers in Showa Kinen.,"['patch', 'flowers']",13,-1,[],False,00:00:54
The statue was inside a bamboo box.,"['statue', 'box']",4,-1,[],False,00:00:28
We observed that a box was actually placed inside the cornerstone with a variety of artifacts and documents commemorating the event and the history of Savannah.,"['box', 'cornerstone']",4,-1,[],False,00:00:28
Many of the larger teeth in the back of your jaws have two or three roots.,"['teeth', 'roots']",3,0,"('teeth', 'roots')",False,00:00:30
"Each time a neuron unleashes its tiny jolt, it needs to replenish its stores of energy for the next spark.","['neuron', 'jolt']",0,0,"('neuron', 'jolt')",False,00:00:25
The cells inside a nested table are isolated from changes made to the outer table.,"['cells', 'table']",2,-1,[],False,00:00:35
We have thrown the balls into the basket.,"['balls', 'basket']",6,-1,[],False,00:00:43
The same rule governs the use of the reversed and the monochrome versions of the logo.,"['rule', 'use']",14,0,"('rule', 'use')",False,00:00:21
"In particular, the 'historical inevitability' of a united proletariat of various nationalities was understood as a state interest.","['proletariat', 'nationalities']",18,-1,[],False,00:01:10
The teenage boys were dragged into the fighting at school.,"['boys', 'fighting']",18,-1,[],False,00:00:31
The eighth and finest album by this heady band from Baltimore revels in the joy of musical experimentation and sonic surprise.,"['album', 'band']",16,1,"('band', 'album')",False,00:00:22
"The dean of the faculty, Rajiv Vohra, is a senior member of the University's academic administration and is directly responsible for the recruitment, retention and development of University faculty, working closely with the dean of medicine and biological sciences, who has those responsibilities within the Division of Biology and Medicine.","['dean', 'faculty']",12,0,"('dean', 'faculty')",False,00:00:37
A man who tried to cool out his hyper cat by stuffing the animal into a boxlike homemade bong faces cruelty charges.,"['animal', 'bong']",6,1,"('bong', 'animal')",False,00:00:28
"Her split skirt was in a trunk of clothing that still hadn't arrived from Washington, but she looked forward to the freedom.","['skirt', 'trunk']",4,-1,[],False,00:00:58
Electricians start by reading maps - called blueprints - that show how electricity flows.,"['Electricians', 'maps']",11,-1,[],False,00:00:26
El Salvador prison officials have detained a woman who was caught trying to smuggle a military grenade hidden inside a canister in her vagina during a jail visit.,"['grenade', 'canister']",4,-1,[],False,00:00:59
Eight yachts have arrived into the harbor.,"['yachts', 'harbor']",6,-1,[],False,00:00:39
"The thick slab of spiced ham was the best part of this year's new breakfast sandwich; the salty meat was griddled to a crisp, nut-brown sear, and it outshone the surrounding egg, cheese, and bun.","['ham', 'sandwich']",18,-1,[],False,00:00:49
"Here are the amazing arrangements from this months demonstrator, fantastic, brilliant and stunning.","['arrangements', 'demonstrator']",16,1,"('demonstrator', 'arrangements')",False,00:00:34
"Cavalry consisted of cuirassiers, dragoons and chevauxlegers.","['Cavalry', 'cuirassiers']",13,-1,[],False,00:00:58
"Donovan McNabb threw a 13-yard touchdown pass to Jason Avant, a hookup of two Chicago products, as the Philadelphia Eagles took a 10-0 lead over the Chicago Bears after one quarter Sunday night.","['hookup', 'products']",18,-1,[],False,00:01:09
A sewer cover showing the Mets and Yankees logos.,"['sewer', 'cover']",3,0,"('sewer', 'cover')",False,00:00:38
The only escape I had now was in a bottle.,"['escape', 'bottle']",18,1,"('bottle', 'escape')",False,00:00:30
New emails arrive into my mail box every 1 min; this includes a lot of spam.,"['emails', 'mail box']",6,-1,[],False,00:01:01
Take Me to the Edge is a British reality series investigating global rites of passage.,"['series', 'rites']",14,1,"('rites', 'series')",False,00:00:43
"The first native tea wares were those made in the early thirteenth century by the potter To-shiro at his kiln in Seto, Aichi prefecture.","['wares', 'potter']",16,1,"('potter', 'wares')",False,00:00:37
"The drain was only half way through the bale wall, so when it stormed, the water poured right into the straw-bales.","['water', 'straw-bales']",6,0,"('water', 'straw-bales')",False,00:00:38
The show offers a constructive discussion of a hot-button topic with leading M&A experts.,"['show', 'discussion']",14,0,"('show', 'discussion')",False,00:00:23
"After 2000, his research has concerned environmental issues in South Africa.","['research', 'environmental issues']",18,1,"('environmental issues', 'research')",False,00:00:40
Collapsing commodity prices have pushed the farmer into poverty.,"['farmer', 'poverty']",18,0,"('farmer', 'poverty')",False,00:00:50
The crocodile has a lump on his snout.,"['crocodile', 'snout']",3,-1,[],False,00:00:51
Questions about Pullman's plans for new His Dark Materials' books reveal that the author has just finished a short book.,"['author', 'book']",17,0,"('author', 'book')",False,00:00:24
