sentence,entities,gt_relation,pred_relation,pred_edge,exec_time
"Alzheimer's disease is a degenerative brain disorder that results in memory loss, impaired thinking, difficulty finding the right word when speaking, and personality changes (see ""Warning signs of Alzheimer's disease,"" below).","['disorder', 'memory loss']",0,0,"('disorder', 'memory loss')",00:00:11
The clock signal was generated from an external cavity semiconductor laser.,"['signal', 'laser']",1,1,"('laser', 'signal')",00:00:10
The landslides caused by these earthquakes and aftershocks were concentrated along the mudstone and sandstone surfaces.,"['landslides', 'aftershocks']",1,1,"('aftershocks', 'landslides')",00:00:12
The desperate man who had clung to the stump had battered the rocks with a shuddering thump.,"['man', 'thump']",0,0,"('man', 'thump')",00:00:09
"Systemically, dust and fume cause irritation of the upper respiratory tract, metallic taste and nausea.","['fume', 'nausea']",0,0,"('fume', 'nausea')",00:00:11
"The dust, noise, and sleep deprivation produced by the construction are intolerable.","['dust', 'construction']",1,1,"('construction', 'dust')",00:00:11
The transmitter sends a radio signal to the doorbell radio receiver inside the building.,"['transmitter', 'signal']",0,0,"('transmitter', 'signal')",00:00:11
They are all in on it and the same people who caused the destruction of the economy are still running the show so they can keep us down and buy up the country cheap.,"['people', 'destruction']",0,0,"('people', 'destruction')",00:00:10
"In two of the cases reported in the media, an older woman's baby was stillborn because of an abnormal placeta, and one of the miscarriages was caused by the umbilical chord encircling the fetus.","['miscarriages', 'chord']",1,1,"('chord', 'miscarriages')",00:00:16
"When it was closer she saw the light was coming from a flashlight being carried in the mouth of a large black Scottie dog, its muzzle gray with age.","['light', 'flashlight']",1,1,"('flashlight', 'light')",00:00:18
Vulvodynia is the cause of chronic vulval pain in the absence of skin disease and infection.,"['Vulvodynia', 'vulval pain']",0,0,"('Vulvodynia', 'vulval pain')",00:00:13
Olympic chiefs are worried about the environmental damage caused by the Olympic flame.,"['damage', 'flame']",1,1,"('flame', 'damage')",00:00:11
"The log truck caught fire after the collision, but the 35-year-old driver escaped before the cab became engulfed in flames.","['fire', 'collision']",1,1,"('collision', 'fire')",00:00:10
"I have an additional concern about body exposure to any electromagnetic radiation, from computers and cell phones held next to the body.","['radiation', 'computers']",1,1,"('computers', 'radiation')",00:00:22
"The spill was caused by a leak in a Kuwaiti tanker carrying 160,000 tonnes of crude, after it collided with a dredger further south on December 14.","['spill', 'leak']",1,1,"('leak', 'spill')",00:00:15
"Josie Cormier, succumbed to peer pressure and now hangs out with the popular crowd that often instigates the harassment.","['crowd', 'harassment']",0,0,"('crowd', 'harassment')",00:00:15
"Her unexpected elimination caused a riot on the Internet, and one blog site (SOHH.com) referred to her elimination episode as the one where the show lost all credibility.","['elimination', 'riot']",0,0,"('elimination', 'riot')",00:00:15
"I changed the balance of the flavours through my selection of bread, and got an increase in the sweetness with a choice of raisin bread.","['increase', 'raisin bread']",1,1,"('raisin bread', 'increase')",00:00:08
Our inquiry into the city's job creation funding came from a reader's tip.,"['inquiry', 'tip']",1,1,"('tip', 'inquiry')",00:00:09
It is very natural and normal to feel grief and sorrow after the loss of a pet.,"['sorrow', 'loss']",1,1,"('loss', 'sorrow')",00:00:08
The irritation from the chemicals in the tobacco is considered to be the number one contributing factor.,"['irritation', 'chemicals']",1,1,"('chemicals', 'irritation')",00:00:15
"The smell was radiating from all directions, from every tree and branch.","['smell', 'tree']",1,1,"('tree', 'smell')",00:00:18
Thousands of women suffer headaches from caffeine withdrawal as a result of this study.,"['headaches', 'caffeine withdrawal']",1,1,"('caffeine withdrawal', 'headaches')",00:00:09
Up to 85% of viruses that cause respiratory illness are identified by the technology.,"['viruses', 'illness']",0,0,"('viruses', 'illness')",00:00:12
The disruption has been caused by the freak storms and flash floods overnight.,"['disruption', 'floods']",1,1,"('floods', 'disruption')",00:00:22
An organization with the mission of allowing a safe haven for parents to share their grief after the death of a child.,"['grief', 'death']",1,1,"('death', 'grief')",00:00:20
I have been talking extensively here about the disruption that has been caused by the Brazilian Air Traffic Controllers white strike.,"['disruption', 'strike']",1,1,"('strike', 'disruption')",00:00:08
Air pollution from coal fired sources is so serious we can not afford a policy that backslides in any way.,"['pollution', 'coal']",1,1,"('coal', 'pollution')",00:00:23
Many viral infections that cause rash resolve within several days and require no medication.,"['infections', 'rash']",0,0,"('infections', 'rash')",00:00:06
The kind of treatments necessary to kill the bacteria which cause acne breakouts must be prescribed or administered by a medical professional.,"['bacteria', 'breakouts']",0,0,"('bacteria', 'breakouts')",00:00:08
"Blinking is caused by the eyelids sliding down over the positively charged cornea, whereas saccade potentials are caused by changes in the orientation of the corneoretinal dipole.","['Blinking', 'eyelids']",1,1,"('eyelids', 'Blinking')",00:00:15
The surprise visit caused a frenzy on the already chaotic trading floor.,"['visit', 'frenzy']",0,0,"('visit', 'frenzy')",00:00:13
An agenda of deeper reforms can boost public confidence even as it undoes a lot of the distress caused by the financiers and bankers.,"['distress', 'bankers']",1,1,"('bankers', 'distress')",00:00:11
Be sure to drink plenty of water to prevent running a fever from dehydration.,"['fever', 'dehydration']",1,1,"('dehydration', 'fever')",00:00:11
"The consequences of the injuries caused by the bike-accident in February, fractures in the area of head and neck, unfortunately have turned out to be still too severe.","['injuries', 'bike-accident']",1,1,"('bike-accident', 'injuries')",00:00:14
"The amide-linked local anesthetics, bupivacaine and ropivacaine, cause depression of cardiac contractility and dysrhythmias.","['anesthetics', 'depression']",0,0,"('anesthetics', 'depression')",00:00:23
"Aware of the suffering caused by unmindful drinking, I am committed to cultivate good health, both physical and mental, for myself, my family, and my society.","['suffering', 'drinking']",1,1,"('drinking', 'suffering')",00:00:09
Oak root and chamomile provide a gentle astringent that helps reduce inflammation and calms skin irritation from the sun and environmental pollutants.,"['irritation', 'sun']",1,1,"('sun', 'irritation')",00:00:20
The colitis usually is caused by taking antibiotics.,"['colitis', 'antibiotics']",1,1,"('antibiotics', 'colitis')",00:00:13
"The halting of easy profits from inflation brought on a banking crisis, which resulted in a complete restructuring of the industry during the late 1990s.","['profits', 'inflation']",1,1,"('inflation', 'profits')",00:00:16
"Overall, the fire after the earthquake burned out 7456 houses in over 530 localities.","['fire', 'earthquake']",1,1,"('earthquake', 'fire')",00:00:18
The northwest swell was generated by a powerful storm off Japan on Jan. 5 and gained strength last week.,"['swell', 'storm']",1,1,"('storm', 'swell')",00:00:14
"In the same way that diet and stress effect facial acne they also effect body acne therefore the basic ""clear skin rules"" of cutting out greasy, fatty foods, and sugary foods as well as trying to reduce everyday stress apply to body acne as well.","['stress', 'acne']",0,0,"('stress', 'acne')",00:00:15
The wire had caused a slight injury on the ventral side of the neck and at the base of horns.,"['wire', 'injury']",0,0,"('wire', 'injury')",00:00:10
Special articles specifically on gas corrosion and stress corrosion are also available in the literature.,"['stress', 'corrosion']",0,0,"('stress', 'corrosion')",00:00:11
Recent traffic studies by the department show that a majority of the accidents are caused by drivers.,"['accidents', 'drivers']",1,1,"('drivers', 'accidents')",00:00:09
Chest pain from indigestion feels like an intense burning and is usually accompanied by regurgitation and gas.,"['pain', 'indigestion']",1,1,"('indigestion', 'pain')",00:00:12
"It was intermittently wet and dry, and almost always followed with a whine and often a few tears from the terrible pain.","['tears', 'pain']",1,1,"('pain', 'tears')",00:00:13
"The mite's burrows, fecal matter, proteins and eggs cause itching, rashes and sensitivity.","['burrows', 'rashes']",0,0,"('burrows', 'rashes')",00:00:12
"Thus previous scientific estimates had overstated the devastation caused by the asteroid, since topographic and ecologic factors contributing to the result had not been taken into account.","['devastation', 'asteroid']",1,1,"('asteroid', 'devastation')",00:00:22
The analysis device instigates the termination of the connection.,"['device', 'termination']",0,0,"('device', 'termination')",00:00:15
Either we saw our mothers show fear from bugs /spiders/cockroaches and learned to fear them irrationally.,"['fear', 'bugs']",1,1,"('bugs', 'fear')",00:00:15
"It's common to get a slight fever from immunizations, which can make them uncomfortable.","['fever', 'immunizations']",1,1,"('immunizations', 'fever')",00:00:17
They are intentionally sewn larger than the pillow to accommodate for shrinkage from washing.,"['shrinkage', 'washing']",1,1,"('washing', 'shrinkage')",00:00:15
Heavy thunderstorms caused cancellation of races later in the afternoon preventing the Masters Mens fours and Masters Womens and Womens eights from racing.,"['thunderstorms', 'cancellation']",0,0,"('thunderstorms', 'cancellation')",00:00:12
"Actually, the earthquake is largely from a global company that had interests insured in China, whereas the snowstorm losses are exclusively from a variety of Chinese companies that we had relationships with for some year.","['snowstorm', 'losses']",0,0,"('snowstorm', 'losses')",00:00:15
By avoiding or limiting contact with trash the chance of contracting germs that lead to sickness or disease is decreased.,"['germs', 'sickness']",0,0,"('germs', 'sickness')",00:00:26
"In the years since the ADM scandal of the 1990s, the calamities caused by the subversion of the food resources of masses of people to the private profit interests of a few has reached new heights.","['calamities', 'subversion']",1,1,"('subversion', 'calamities')",00:00:11
"The living vaccine, caused a sharp temperature elevation on the day following the second injection.","['vaccine', 'temperature elevation']",0,0,"('vaccine', 'temperature elevation')",00:00:14
"In a person who already has some neck tension from stress, such an event can lead to a long-term increase of neck tension.","['tension', 'stress']",1,1,"('stress', 'tension')",00:00:20
The first order of business when a patient complains of palpitations is to check whether the palpitations are caused by a heart rhythm.,"['palpitations', 'heart rhythm']",1,1,"('heart rhythm', 'palpitations')",00:00:18
"The miscarriages are caused by one time, non-repeating genetic problems.","['miscarriages', 'genetic problems']",1,1,"('genetic problems', 'miscarriages')",00:00:11
"It found the net aggregate economic benefit to native-born Americans from the enormous influx accidentally triggered by the 1965 immigration is nugatory-less than $10 billion a year, in an economy of $10 trillion.","['influx', 'immigration']",1,1,"('immigration', 'influx')",00:00:12
McGee's talent stemmed from mother's teaching.,"['talent', 'teaching']",1,1,"('teaching', 'talent')",00:00:15
Harbor Beach man pleads in case that stemmed from dog attack on tot.,"['case', 'attack']",1,1,"('attack', 'case')",00:00:11
Sinusitis and tinnitus cause stress or anxiety.,"['Sinusitis', 'anxiety']",0,0,"('Sinusitis', 'anxiety')",00:00:13
"The cool fog of the summer morning had inundated the fabric of the blimp's coverings with excess moisture, adding additional weight to the aircraft.","['fog', 'moisture']",0,0,"('fog', 'moisture')",00:00:16
The perturbations caused by the substorm related field-aligned currents are most notable in the east-west deflections of the geosynchronous magnetic field.,"['perturbations', 'currents']",1,1,"('currents', 'perturbations')",00:00:12
Xanax works by changing brain chemicals that cause stress and anxiety.,"['chemicals', 'anxiety']",0,0,"('chemicals', 'anxiety')",00:00:15
"However several species of fungi, insect, and bacteria cause mortality or reduced growth of the tree.","['fungi', 'mortality']",0,0,"('fungi', 'mortality')",00:00:11
The author clearly got a great deal of pleasure from the work and did not allow his vast amount of material to force him into shallow generalizations.,"['pleasure', 'work']",1,1,"('work', 'pleasure')",00:00:08
"General information about the infection caused by the bacteria called Salmonella, when food is eaten raw or undercooked.","['infection', 'bacteria']",1,1,"('bacteria', 'infection')",00:00:12
"All the profits from the books listed below are donated to the Norman Historic Preservation Program, Inc. (NHPP) to be used toward the renovation of the old Norman High School as a children's educational center and museum.","['profits', 'books']",1,1,"('books', 'profits')",00:00:13
Gaza following the widespread destruction caused by the Israeli invasion.,"['destruction', 'invasion']",1,1,"('invasion', 'destruction')",00:00:09
The hole has been caused by the accumulation of dust into planets like Earth.,"['hole', 'accumulation']",1,1,"('accumulation', 'hole')",00:00:12
Sigmoid colon diverticulitis is the most common cause of acute pain in the left lower abdomen in older adults.,"['diverticulitis', 'pain']",0,0,"('diverticulitis', 'pain')",00:00:11
"The relative calm produced by the Shia ceasefire has coincided with what the CIA is now calling the ""near strategic defeat"" of al-Qaeda in Iraq.","['calm', 'ceasefire']",0,1,"('ceasefire', 'calm')",00:00:11
"We are aware that acne or pimples are caused by hormonal imbalance, improper skin care or bad eating habits.","['acne', 'hormonal imbalance']",1,1,"('hormonal imbalance', 'acne')",00:00:16
My grandmother is beautiful too but she has a lot of wrinkles from the sun.,"['wrinkles', 'sun']",1,1,"('sun', 'wrinkles')",00:00:17
The confrontation between Martyn and Liz earlier ended with a struggle that resulted in Martyn's drowning.,"['struggle', 'drowning']",0,0,"('struggle', 'drowning')",00:00:10
"The Lancet study already demonstrated that, as of July 2006, the deaths caused by the U.S. invasion of Iraq rivaled the death toll of the 1994 Rwandan genocide.","['deaths', 'invasion']",1,1,"('invasion', 'deaths')",00:00:17
A 3-year-old boy sustains a chemical burn after the spilling of bleach onto his lower extremities.,"['burn', 'spilling']",1,1,"('spilling', 'burn')",00:00:14
I get severe headaches and dizziness from colas and drinks with nutrasweet (aspartame) and splenda (sucralose).,"['dizziness', 'drinks']",1,1,"('drinks', 'dizziness')",00:00:20
For a few more years the surplus is generated by the excess of Social Security tax revenue over benefits paid to today's elderly and disabled.,"['surplus', 'excess']",1,1,"('excess', 'surplus')",00:00:15
"The decline in populations has been caused by the influx of industrial and resident waste water, sludge sedimentation, and land reclamation.","['decline', 'influx']",1,1,"('influx', 'decline')",00:00:16
A lamp emiting a strong white light is placed on an mobile block makes it possible to the scanner to sweep all the document.,"['lamp', 'light']",0,0,"('lamp', 'light')",00:00:13
"Relena's head was bowed, though the heat was radiating from the young princess in waves.","['heat', 'princess']",1,1,"('princess', 'heat')",00:00:16
"In many patients, the disease caused by the H5N1 virus follows an unusually aggressive clinical course, with rapid deterioration and high fatality.","['disease', 'virus']",1,1,"('virus', 'disease')",00:00:11
Agriculture has again become a producer of renewable domestic energy to offset supply disruption and stabilize fuel prices.,"['producer', 'energy']",0,0,"('producer', 'energy')",00:00:18
"Losing land to new white settlers, non-payment, past broken treaties, plus food shortages and famine following crop failure led to great discontent among the Dakota people.","['famine', 'failure']",1,1,"('failure', 'famine')",00:00:19
"Some people voluntarily get involved with politicisation, while others become victims of circumstances created by the politicisation.","['circumstances', 'politicisation']",1,1,"('politicisation', 'circumstances')",00:00:10
"Polar bears and hippos have joined the ranks of species threatened with extinction from climate change, unregulated hunting and other dangers created by humans.","['extinction', 'climate change']",1,1,"('climate change', 'extinction')",00:00:10
"Most of the excitement came from the anticipation of winning a nice prize, all for the sum of one dollar.","['excitement', 'anticipation']",1,1,"('anticipation', 'excitement')",00:00:11
"Progress comes from constructive competition, and churches and religions can benefit greatly from it.","['Progress', 'competition']",1,1,"('competition', 'Progress')",00:00:08
"The concrete sidewalk radiated heat like a furnace, and there was no relief in the shade of a large crepe myrtle tree as they walked under it.","['sidewalk', 'heat']",0,0,"('sidewalk', 'heat')",00:00:14
The fire started with an explosion in the cargo hold and spread across the ship within 10 minutes.,"['fire', 'explosion']",1,1,"('explosion', 'fire')",00:00:15
Villagers live in constant terror of indiscriminate gunfire which fills the nights throughout Chechnya.,"['terror', 'gunfire']",1,1,"('gunfire', 'terror')",00:00:10
There was an the outrage from the sexism crusaders.,"['outrage', 'crusaders']",1,1,"('crusaders', 'outrage')",00:00:16
"His highly original and topical act reaches from the top of the corporate ladder into blokes' sheds, leaving his audiences aching from laughter.","['aching', 'laughter']",1,1,"('laughter', 'aching')",00:00:20
Videotape is a fragile medium subject to damage and deterioration from exposure to poor environmental conditions and inadequate handling practices.,"['deterioration', 'exposure']",1,1,"('exposure', 'deterioration')",00:00:13
Most of the steam comes from a volcano's magma.,"['steam', 'magma']",1,1,"('magma', 'steam')",00:00:09
When I start the engine the car makes a screaching sound.,"['car', 'sound']",0,0,"('car', 'sound')",00:00:09
"The enclosed community produced the enclosed personality, and vice versa.","['community', 'personality']",0,-1,[],00:00:12
"In a clock, the 'tick' is produced by the action of the escapement.","['tick', 'action']",1,1,"('action', 'tick')",00:00:15
"The risks of this procedure include anesthesia complications, post-operative difficulty breathing, and sore throat from intubation.","['sore throat', 'intubation']",1,1,"('intubation', 'sore throat')",00:00:19
"Whilst audio sampled at 8kHz is sufficient for communication, such narrow-band speech does not sound natural, leading to user frustration after prolonged exposure, and making language learning difficult.","['frustration', 'exposure']",1,1,"('exposure', 'frustration')",00:00:12
"Initiated during the early 1990's National Mineral Resource Assessment, this project received a major boost from funding provided through the 'Data-at-Risk' add-on funding received by the USGS through the 2004 fiscal year.","['boost', 'funding']",1,1,"('funding', 'boost')",00:00:09
The energy of emission produces the separation field.,"['energy', 'separation field']",0,0,"('energy', 'separation field')",00:00:09
"I derive tremendous pleasure and fulfillment from teaching, particularly when I am able to help students understand a previously foreign concept or idea, aid them in seeing a familiar object or event from a new and unusual perspective, guide them with projects they are working on, or encourage the interests they have.","['fulfillment', 'teaching']",1,1,"('teaching', 'fulfillment')",00:00:11
"Sometimes the blockage comes from fear, as for a CEO who hates public speaking but must give frequent speeches.","['blockage', 'fear']",1,1,"('fear', 'blockage')",00:00:09
"When they took the floor against a team favored to win the national championship, the patriots radiated carefree confidence.","['patriots', 'confidence']",0,0,"('patriots', 'confidence')",00:00:13
Zinc is essential for growth and cell division.,"['Zinc', 'growth']",0,0,"('Zinc', 'growth')",00:00:11
"The backup vocals are from a rather talented female, Stephanie Eitel.","['vocals', 'female']",0,1,"('female', 'vocals')",00:00:16
The soft brown and beige tones in the decoration provide a tranquil mood.,"['tones', 'mood']",0,0,"('tones', 'mood')",00:00:23
Their success comes from their ability to quickly answer a growing surge of mid-size customer demands -- demands that *always* focus around ease of implementation and ease of administration/use.,"['success', 'ability']",1,1,"('ability', 'success')",00:00:12
"The filament emits a yellowish-white light, and the walls have a strong yellow tint.","['filament', 'light']",0,0,"('filament', 'light')",00:00:08
"This program is an effective step to mitigate damage from hurricanes, but let us not forget this is a retroactive measure.","['damage', 'hurricanes']",1,1,"('hurricanes', 'damage')",00:00:11
"It's not unlike an archeological dig through an attic, choking from laughter rather than dust, as familiar and forgotten memories are refreshed and taken for a satirical synaptic spin by a master humorist.","['choking', 'laughter']",1,1,"('laughter', 'choking')",00:00:11
Six glowing disks await activation by the footsteps of desert wanderers.,"['activation', 'footsteps']",1,1,"('footsteps', 'activation')",00:00:08
Significant reductions of these levels produce pastries with poor lift in the oven and with unacceptable shrinkage after cooling.,"['shrinkage', 'cooling']",1,1,"('cooling', 'shrinkage')",00:00:11
"The transmitter generates the electromagnetic wave, some of which will be incident on the receiver.","['transmitter', 'wave']",0,0,"('transmitter', 'wave')",00:00:09
"True progress comes from science, debate, inference, logic and reasoning.","['progress', 'science']",1,1,"('science', 'progress')",00:00:14
Preliminary experiments seemed to support this idea in that the quenches produced the predicted high vortex-densities.,"['quenches', 'vortex-densities']",0,0,"('quenches', 'vortex-densities')",00:00:23
A tear or a crease changes the character of the surface more drastically than a mere deformation from roundness.,"['deformation', 'roundness']",1,1,"('roundness', 'deformation')",00:00:19
"Continuous improvement starts with measuring process performance, and instigating a robust process for reviewing further changes logically and quickly.","['improvement', 'measuring']",1,1,"('measuring', 'improvement')",00:00:10
The period of tumor shrinkage after radiation therapy is often long and varied (mean 29 months).,"['shrinkage', 'therapy']",1,1,"('therapy', 'shrinkage')",00:00:15
"First, the sound radiated from a surface simulating a two-dimensional monopole is calculated using an unstructured mesh.","['sound', 'surface']",1,1,"('surface', 'sound')",00:00:14
"I have always drawn satisfaction from exertion, straining my muscles to their limits.","['satisfaction', 'exertion']",1,1,"('exertion', 'satisfaction')",00:00:15
That happens when the media makes a mistake.,"['media', 'mistake']",0,0,"('media', 'mistake')",00:00:14
Sudden death from inhalation of petroleum distillates is well recognised in misuses of volatile substances.,"['death', 'inhalation']",1,1,"('inhalation', 'death')",00:00:10
We continue to see progress toward a world free of the daily terror of antipersonnel landmines.,"['terror', 'landmines']",1,1,"('landmines', 'terror')",00:00:18
"In a conventional, steam turbine-only power plant, the heat required to produce the steam comes from a boiler.","['heat', 'boiler']",1,1,"('boiler', 'heat')",00:00:13
"After several years of self-observation, Alexander began to teach his method of conscious inhibition through manual facilitated movement.","['inhibition', 'movement']",1,1,"('movement', 'inhibition')",00:00:10
"As the molten metal cools, it hardens and assumes the shape created by the mold's cavity.","['shape', 'cavity']",1,1,"('cavity', 'shape')",00:00:10
We planetary citizens have a unique capacity for ecstasy from repetition - especially when it comes from drumming.,"['ecstasy', 'repetition']",1,1,"('repetition', 'ecstasy')",00:00:11
The scintillator material produces visible light when transversed by the particle's radiated energy.,"['scintillator material', 'visible light']",0,0,"('scintillator material', 'visible light')",00:00:10
The evacuation after the Chernobyl accident was poorly planned and chaotic.,"['evacuation', 'accident']",1,1,"('accident', 'evacuation')",00:00:12
"Their chemical activation by light (halogen, plasma, lasers, etc.) enhances their efficiency by reducing exposure time and number of appointments.","['activation', 'light']",1,1,"('light', 'activation')",00:00:14
"The moisturizers' primary function is to keep skin moist, minimize wrinkles from dryness, smoothe and soften skin, and to deliver other ingredients, like sunscreen, that benefit the skin.","['wrinkles', 'dryness']",1,1,"('dryness', 'wrinkles')",00:00:08
This lamp causes serious skin burn and eye inflammation from shortwave ultraviolet radiation when outer envelope of the lamp is broken or punctured.,"['inflammation', 'radiation']",1,1,"('radiation', 'inflammation')",00:00:11
"Genuine joy comes from profound spiritual awareness on life and an absolute clarity of direction, living for a purpose.","['joy', 'awareness']",1,1,"('awareness', 'joy')",00:00:17
The light in the background is from the sunrise.,"['light', 'sunrise']",1,1,"('sunrise', 'light')",00:00:11
"The volunteers enjoy a sense of satisfaction and personal fulfillment from helping others, and recent findings suggest that this feeling may well be a major reason why many people choose to volunteer.","['fulfillment', 'helping']",1,1,"('helping', 'fulfillment')",00:00:13
This prescription drug alleviates panic from claustrophobia and is also very handy for airplane rides and in case of broken-down subway cars or elevators.,"['panic', 'claustrophobia']",1,1,"('claustrophobia', 'panic')",00:00:12
It has helped to revive a city whose primary natural resource -- its charm -- is constantly threatened with extinction from overdevelopment.,"['extinction', 'overdevelopment']",1,1,"('overdevelopment', 'extinction')",00:00:13
Diabetes drug shows promise for preventing brain injury from radiation therapy.,"['injury', 'therapy']",1,1,"('therapy', 'injury')",00:00:13
Scientific progress comes from breakthroughs and breakthroughs by their very nature are unpredictable and surprising in their impact.,"['progress', 'breakthroughs']",1,1,"('breakthroughs', 'progress')",00:00:09
The afterglow is produced by shock waves in the jets of tenuous gas that shoot from the blast at almost the speed of light.,"['afterglow', 'shock waves']",1,1,"('shock waves', 'afterglow')",00:00:14
"Like normal 'Simon' games, it starts with a one digit sequence, and then increases indefinitely until the caller makes a mistake.","['caller', 'mistake']",0,0,"('caller', 'mistake')",00:00:12
Profit from sale of investments is tax-free for general insurers.,"['Profit', 'sale']",1,1,"('sale', 'Profit')",00:00:11
The design of the shape of the can ends moreover has a marked effect on their ability to resist deformation from internal pressure.,"['deformation', 'pressure']",1,1,"('pressure', 'deformation')",00:00:11
Companies face big risk from loss of key employees.,"['risk', 'loss']",1,1,"('loss', 'risk')",00:00:13
Some people experience tremors after drinking coffee and tea.,"['tremors', 'drinking']",1,1,"('drinking', 'tremors')",00:00:20
Hitting out of anger is absolutely wrong.,"['Hitting', 'anger']",1,1,"('anger', 'Hitting')",00:00:08
He derives great joy and happiness from cycling.,"['happiness', 'cycling']",1,1,"('cycling', 'happiness')",00:00:10
The man cannot be too old - in his middle thirties - but his face exhibits more wrinkles from smiling than I've seen upon the mug of the happiest of grandparents.,"['wrinkles', 'smiling']",1,1,"('smiling', 'wrinkles')",00:00:17
The randomized hypertensive ABCD study demonstrated a decrease in myocardial infarction with ACE inhibitors and a decrease in overall mortality with aggressive blood pressure control.,"['decrease', 'control']",1,1,"('control', 'decrease')",00:00:30
The resulting shockwaves produced the metal-forming conditions for periods of 100-200 ns.,"['shockwaves', 'conditions']",0,0,"('shockwaves', 'conditions')",00:00:09
"Another drinking accident happened in the Gallup area the other day, which is plagued by drinking and driving accidents.","['drinking', 'accident']",0,0,"('drinking', 'accident')",00:00:13
"The programmer made a mistake with respect to quoting, but it appeared as over-quoting instead of lurking as a security problem.","['programmer', 'mistake']",0,0,"('programmer', 'mistake')",00:00:11
Entrepreneurship out of necessity is quite common in Europe where 60% of female headed businesses in Northern Europe and 70% in Southern Europe are established for this reason.,"['Entrepreneurship', 'necessity']",1,1,"('necessity', 'Entrepreneurship')",00:00:15
"Anthony finds inspiration in a beautiful, enigmatic older woman who teaches him to follow his heart and find happiness through swing dancing.","['happiness', 'dancing']",1,1,"('dancing', 'happiness')",00:00:09
"I'm finding the most joy comes from Asian flavours; beautiful fresh fish; things that have been marinated; roasted vegetables; meats that intensify in flavour during the cooking process; and dishes made from the most brilliant, fresh, in-season food.","['joy', 'flavours']",1,1,"('flavours', 'joy')",00:00:12
A cancer survivor writes about the relatively rare occurrence of calcification of the breast after radiation therapy.,"['calcification', 'therapy']",1,1,"('therapy', 'calcification')",00:00:09
The neutrons were produced by bombarding a tritium target with deuterium.,"['neutrons', 'bombarding']",1,1,"('bombarding', 'neutrons')",00:00:08
"Before doing for his hair reduction by laser treatment, he first consulted with a dermatologist.","['reduction', 'treatment']",1,1,"('treatment', 'reduction')",00:00:12
"Short-term side effects are uncommon, but include headache from eyestrain, nausea, agitation or nervousness.","['headache', 'eyestrain']",1,1,"('eyestrain', 'headache')",00:00:09
"Thatch is caused by excessive growth from overfertilizing, by allowing the grass to get too high before mowing, or by incorrect watering.","['growth', 'overfertilizing']",1,1,"('overfertilizing', 'growth')",00:00:18
"Alabama has since enacted legislation, allowing death by lethal injection as an alternative choice to death in the electric chair.","['death', 'injection']",1,1,"('injection', 'death')",00:00:26
It's very rewarding and I get a great deal of enjoyment and satisfaction from mentoring.,"['satisfaction', 'mentoring']",1,1,"('mentoring', 'satisfaction')",00:00:11
The bombing produced the worst carnage since a Nov. 23 attack in the Shi'ite slum of Sadr City that killed more than 200 people.,"['bombing', 'carnage']",0,0,"('bombing', 'carnage')",00:00:09
My problem is that the advertisement gives the impression that women in rural Bangladesh have 6 children.,"['advertisement', 'impression']",0,0,"('advertisement', 'impression')",00:00:11
The southern supercell produced the longest tornado track of the outbreak (tornado #4).,"['supercell', 'tornado track']",0,0,"('supercell', 'tornado track')",00:00:16
"That year, summer students at the VLA made the first discovery of radio emission from a brown dwarf.","['emission', 'dwarf']",1,1,"('dwarf', 'emission')",00:00:15
"The tongue has taste buds, but a cat's appetite comes from the smell of the food and doesn't come from the taste of it.","['appetite', 'smell']",1,1,"('smell', 'appetite')",00:00:13
The dryer emits air that is regulated close to your body temperature.,"['dryer', 'air']",1,0,"('dryer', 'air')",00:00:10
Flight disruption after the attacks in the US delayed him there for three days.,"['disruption', 'attacks']",1,1,"('attacks', 'disruption')",00:00:11
Ray Parlour shows his frustration after Middlesbrough's defeat.,"['frustration', 'defeat']",1,1,"('defeat', 'frustration')",00:00:08
Hundreds of thousands in central China are sleeping outdoors for fear of more tremors after Saturday's earthquake.,"['tremors', 'earthquake']",1,1,"('earthquake', 'tremors')",00:00:09
"The taste is from the ginseng, not alcohol.","['taste', 'ginseng']",1,1,"('ginseng', 'taste')",00:00:10
Maybe the most significant difference is that we have changed from emigration out of necessity to emigration in search of new opportunities.,"['emigration', 'necessity']",1,1,"('necessity', 'emigration')",00:00:11
"On both of my systems, the reboot produced the ominous message 'Missing operating system'.","['reboot', 'message']",0,0,"('reboot', 'message')",00:00:14
The person providing the alibi is the culprit and would be providing a fabricated alibi.,"['person', 'alibi']",0,0,"('person', 'alibi')",00:00:20
"The effect of pain relief by acupuncture lasts for an extended period of time, sometimes months after the needle was removed.","['relief', 'acupuncture']",1,1,"('acupuncture', 'relief')",00:00:09
"About 30 ducks were found dead in Klamath County in the past two days, and officials are investigating whether the deaths are from a cholera outbreak.","['deaths', 'outbreak']",1,1,"('outbreak', 'deaths')",00:00:16
Principals respond to a decrease in uncertainty with more aggressive strategies.,"['decrease', 'strategies']",0,0,"('decrease', 'strategies')",00:00:10
Most of the taste of strong onions comes from the smell.,"['taste', 'smell']",1,1,"('smell', 'taste')",00:00:14
A city nightclub has had an ambitious expansion plan blocked over concerns about unruly behaviour from drunken revellers.,"['behaviour', 'revellers']",1,1,"('revellers', 'behaviour')",00:00:08
